ringnr year island stage age nestling_age cohort FROH sex damringnr sireringnr first_island last_island first_year last_year first_stage first_age last_age type first_DNA_nestage Fhat2
8N27956 2017 27 a 1 NA 2016 0.00863144708795154 f 8N87363 8N05728 20 27 2016 2019 n 0 3 obs 12 0.0524089
8N14808 2017 27 a 2 NA 2015 0.11875508257845 m 8L57701 8N06186 24 27 2015 2018 n 0 3 obs 5 0.114281
8N27455 2017 27 a 1 NA 2016 0.0725466011566193 m 8M31865 8N13962 28 27 2016 2022 n 0 6 obs 8 0.0650222
8N27773 2017 35 a 1 NA 2016 0.00611875621518646 m 8N14744 M0162 35 35 2016 2017 n 0 1 obs 7 0.0156094
8N73389 2017 35 a 4 NA 2013 0.0109045347359551 m 8M72174 M0048 35 35 2013 2017 n 0 4 obs 8 0.0349826
8N28594 2017 35 a 1 NA 2016 0.0126075128154596 m 8N28009 8N05947 35 35 2016 2017 n 0 1 obs 11 0.0220976
8N27717 2017 35 a 1 NA 2016 0.00682065605186439 m 8N14828 8N28947 35 35 2016 2017 n 0 1 obs 11 0.0199083
8N28595 2017 35 a 1 NA 2016 0.00970495561309204 f 8N28009 8N05947 35 35 2016 2017 n 0 1 obs 11 0.00856139
8N13423 2017 35 a 4 NA 2013 0.019778507177337 m NA NA 35 35 2014 2017 a 1 4 obs NA 0.0172349
8N06425 2017 35 a 6 NA 2011 0.0101628577059251 m 8L52680 8L64826 35 35 2011 2018 j 0 7 obs NA 0.0483112
8N28077 2017 35 a 2 NA 2015 0.0226568039161055 f 8N87704 8N72472 35 35 2015 2017 n 0 2 obs 12 0.0400137
8N13286 2017 35 a 3 NA 2014 0.00639794408993814 f 8N87704 8N72472 35 35 2014 2017 n 0 3 obs 9 0.00272177
8N28314 2017 35 a 2 NA 2015 0.0279010055293923 f 8N87692 8N05947 35 35 2015 2017 n 0 2 obs 9 0.0431659
8N28578 2017 35 a 1 NA 2016 0.00640851132268229 m 8N13600 M0095 35 35 2016 2018 j 0 2 obs NA 0.0144807
8N27995 2017 35 a 1 NA 2016 0.00319663887246607 m 8N28115 8N05494 28 35 2016 2017 n 0 1 obs 12 0.00625018
8N28290 2017 35 a 1 NA 2016 0.0126660686496368 m 8N28195 8N13271 34 35 2016 2017 n 0 1 obs 7 0.0166277
8N14746 2017 35 a 2 NA 2015 0.0239978118013224 f 8N14803 8N87135 35 35 2015 2017 n 0 2 obs 11 0.0407197
8N28683 2017 27 a 1 NA 2016 0.0133481251939591 m 8N27364 8N14111 27 27 2017 2017 a 1 1 capt NA 0.00861873
8N27959 2017 27 a 2 NA 2015 0.0125635676246265 f NA NA 27 27 2016 2017 a 1 2 capt NA 0.00743128
8N28848 2017 27 a 1 NA 2016 0 f 8N73831 8N13986 27 27 2016 2017 j 0 1 capt NA 0.0363254
8N28851 2017 27 a 1 NA 2016 0.00985841267252451 m 8N27917 M0404 27 27 2016 2019 j 0 3 capt NA 0.0186436
8N28684 2017 27 a 1 NA 2016 0 f 8N27364 8N14111 27 27 2017 2017 a 1 1 capt NA 0.0071562
8N28783 2017 27 a 1 NA 2016 0.020752436806136 m 8N05705 8M71873 27 27 2016 2017 j 0 1 capt NA 0.0785337
8N28402 2017 23 a 1 NA 2016 0.0123890327301063 m F0150 8N13355 23 23 2017 2018 a 1 2 capt NA 0.0250875
8N87152 2017 23 a 4 NA 2013 0.0135749865785951 f 8M72030 8N06435 23 23 2013 2016 pj 0 4 capt NA 0.0216957
8N27467 2017 23 a 1 NA 2016 0.00671056655317934 m 8N28358 8N27748 23 23 2016 2018 j 0 2 obs NA 0.0362825
8N28737 2017 23 a NA NA NA 0 f 8N27320 8N73568 23 23 2016 2018 u NA NA obs NA -0.00701441
8N72257 2017 23 a 4 NA 2013 0.00300482037969551 m 8N05371 8N05942 23 23 2013 2018 j 0 5 obs NA 0.0156083
8N28115 2017 28 a 2 NA 2015 0.0167496868338849 f NA 8N87253 34 28 2015 2017 n 0 2 obs 6 0.0202837
8N28809 2017 28 a 2 NA 2015 0.0139676617760653 m 8N14150 NA 28 28 2016 2018 a 1 3 obs NA 0.0249429
8N73564 2017 28 a 4 NA 2013 0.0173538199470392 m F0061 8N05445 28 28 2013 2017 n 0 4 obs 11 0.0158633
8N14791 2017 28 a 2 NA 2015 0.00473367855225514 f 8N14792 8N05494 28 28 2015 2017 n 0 2 obs 11 0.0091262
8N27825 2017 28 a 2 NA 2015 0.00863024652345971 m 8N72348 8N14002 28 28 2015 2018 n 0 3 obs 13 0.00732693
8N28742 2017 28 a NA NA NA 0.0131361009742694 m F0230 M0139 28 28 2016 2017 u NA NA obs NA 0.0338742
8N14905 2017 28 a 3 NA 2014 0.00344773806854091 m NA NA 28 28 2015 2017 a 1 3 obs NA 0.00957427
8N28403 2017 35 a 1 NA 2016 0.0272647063487209 m 8N28016 8N13723 35 35 2017 2017 a 1 1 capt NA 0.0769853
8N28404 2017 35 a 1 NA 2016 0.00455314083527576 m F0207 M0112 35 35 2017 2017 a 1 1 capt NA 0.0126469
8N28405 2017 35 a 1 NA 2016 0.0793195970633739 m 8N28016 8N13597 35 35 2017 2017 a 1 1 capt NA 0.140685
8N28591 2017 35 a 1 NA 2016 0.0061784899616952 m NA NA 35 35 2016 2017 j 0 1 obs NA 0.0386839
8N28530 2017 35 a 1 NA 2016 0.00405871213408267 f F0094 8N28926 35 35 2016 2017 n 0 1 obs 13 0.0229036
8N87065 2017 27 a 4 NA 2013 0.0056851259120326 f F0395 M0361 27 27 2013 2018 j 0 5 capt NA 0.010666
8N28833 2017 27 a 1 NA 2016 0.00321430755744022 f 8N73533 8N14227 27 27 2016 2021 n 0 5 obs 11 0.0210522
8N27958 2017 24 a 1 NA 2016 0.0150959658767858 f 8N87363 8N05728 20 24 2016 2018 n 0 2 obs 12 0.0599601
8N28406 2017 34 a 1 NA 2016 0.0228599937933081 m 8N28314 M0406 34 34 2017 2017 a 1 1 capt NA 0.059463
8N28714 2017 35 a NA NA NA 0.00284829395255278 f F0230 M0139 28 35 2016 2018 u NA NA obs NA 0.0107358
8N28849 2017 27 a 1 NA 2016 0.0103555030025438 f 8N13956 8N13958 27 27 2016 2019 j 0 3 obs NA 0.0164926
8N28734 2017 23 a 1 NA 2016 0.0132058696277571 m F0383 M0353 34 23 2016 2017 j 0 1 capt NA -0.0423791
8N27865 2017 28 a 3 NA 2014 0.0279058757438403 m 8M31865 8N05472 28 28 2015 2020 a 1 6 obs NA 0.0593268
8M72897 2017 28 a 7 NA 2010 0.00603783137278887 m 8L49991 8L89645 28 28 2010 2017 n 0 7 obs 7 0.0351471
8N13962 2017 28 a NA NA NA 0.047285818162049 m NA NA 28 28 2014 2017 u NA NA obs NA 0.051425
8N27983 2017 28 a 1 NA 2016 0 m 8N13956 8N13958 28 28 2016 2017 n 0 1 obs 11 0.0108813
8N27937 2017 28 a 1 NA 2016 0.00766741645317006 m 8N14980 8N27825 28 28 2016 2018 n 0 2 capt 7 0.00878695
8N14952 2017 28 a 3 NA 2014 0.11407061584428 m 8L89399 8N73083 28 28 2015 2017 a 1 3 obs NA 0.133945
8N87711 2017 27 a 4 NA 2013 0 m 8N06800 8N73519 27 27 2013 2017 j 0 4 obs NA 0.0140063
8N28711 2017 27 a 1 NA 2016 0.0044668021265848 f 8N27830 8N73564 28 27 2016 2017 j 0 1 obs NA 0.0129845
8N27879 2017 27 a 2 NA 2015 0.0477469028833935 f F0005 8N14051 28 27 2015 2018 j 0 3 obs NA 0.0947237
8N27951 2017 26 a 1 NA 2016 0.00447123062390845 f 8N06740 8N14904 26 26 2016 2019 n 0 3 obs 13 0.0330119
8N27908 2017 26 a 2 NA 2015 0.00688557714306425 f 8M72960 8N14904 26 26 2016 2022 a 1 7 obs NA 0.0462257
8N14904 2017 26 a 3 NA 2014 0.0243673817953649 m 8L89704 8M71074 26 26 2015 2020 a 1 6 obs NA 0.037956
8N06740 2017 26 a 6 NA 2011 0.0156929635594698 f 8M72737 8M31503 26 26 2011 2021 j 0 10 obs NA 0.0368474
8N14176 2017 28 a 3 NA 2014 0.00397429885901069 m 8N72510 8N87707 28 28 2014 2019 n 0 5 obs 10 0.0243968
8N14149 2017 28 a 3 NA 2014 0.0467702549953676 f 8N72348 8N14002 28 28 2014 2017 n 0 3 obs 8 0.048893
8N05714 2017 28 a 6 NA 2011 0.00454473688383293 f 8M72867 8L89644 28 28 2012 2017 a 1 6 obs NA 0.0223856
8N27977 2017 20 a 1 NA 2016 0.00785354925372458 f F0122 M0120 20 20 2016 2018 n 0 2 obs 9 0.0240931
8N28829 2017 28 a 1 NA 2016 0.00401671502902874 f 8N14981 8N14952 28 28 2016 2017 n 0 1 obs 6 0.030918
8N28869 2017 27 a 1 NA 2016 0.037955053583685 f 8N14956 8N72660 27 27 2016 2017 j 0 1 obs NA 0.0543247
8N28774 2017 27 a 1 NA 2016 0.0149518981377659 f 8N14023 8N14161 27 27 2016 2017 j 0 1 capt NA 0.0554333
8N28776 2017 27 a 1 NA 2016 0 m 8N13984 M0208 27 27 2016 2017 j 0 1 capt NA 0.0259167
8N28686 2017 27 a 1 NA 2016 0.00379739681374714 f F0029 8N13981 27 27 2017 2017 a 1 1 capt NA 0.00814678
8N28687 2017 27 a 1 NA 2016 0.00875297592754933 f F0458 8N87728 27 27 2017 2017 a 1 1 capt NA 0.0153309
8N28771 2017 27 a 1 NA 2016 0.0224963133609237 m 8N27364 8N14111 27 27 2016 2018 j 0 2 obs NA 0.0156954
8N14162 2017 27 a 3 NA 2014 0.0795600497441439 f 8N87325 8N05083 28 27 2014 2018 n 0 4 obs 11 0.11443
8N87352 2017 27 a 4 NA 2013 0.00792377095041669 f 8N06808 8N73087 28 27 2013 2017 n 0 4 obs 10 0.00302854
8N28813 2017 27 a 1 NA 2016 0.00718429117992837 f F0354 8N87070 27 27 2016 2018 j 0 2 obs NA 0.0413619
8N28892 2017 27 a 1 NA 2016 0.0118286182861829 f 8L89836 8N14116 27 27 2016 2022 j 0 6 obs NA 0.0232977
8N27835 2017 28 a 2 NA 2015 0.00338308880326372 f 8N13956 8N13958 28 28 2015 2017 n 0 2 obs 11 0.0149974
8N28418 2017 23 n 0 8 2017 0.0206873118454941 f F0262 M0240 23 26 2017 2019 n 0 2 nest 8 0.0190414
8N28419 2017 23 n 0 8 2017 0.0138942687769419 f F0262 M0240 23 24 2017 2018 n 0 1 nest 8 0.0304415
8N28422 2017 23 n 0 8 2017 0 m F0262 M0240 23 24 2017 2018 n 0 1 nest 8 0.0189761
8N28425 2017 23 n 0 8 2017 0.00372972348508015 m F0060 8N28402 23 23 2017 2018 n 0 1 nest 8 0.00594962
8N28428 2017 23 a 1 NA 2016 0.0070048294405596 f F0150 8N13355 23 23 2017 2017 a 1 1 capt NA 0.00375983
8N28429 2017 23 a 1 NA 2016 0.0247785185034171 f NA NA 23 23 2017 2017 a 1 1 capt NA 0.030666
8N14784 2017 28 a 3 NA 2014 0.00925175384350529 m F0293 M0265 28 28 2015 2017 a 1 3 obs NA 0.020576
8N13961 2017 28 a NA NA NA 0.0179020022244421 m F0144 M0248 28 28 2014 2017 u NA NA obs NA -0.00442562
8N87101 2017 28 a 4 NA 2013 0.00385301919317536 f 8L89399 8N73082 28 28 2013 2017 n 0 4 obs 11 0.0147205
8N27902 2017 22 a 2 NA 2015 0.00393090864610304 f 8N13415 8M31997 22 22 2016 2018 a 1 3 obs NA 0.00120342
8M31997 2017 22 a 7 NA 2010 0.00402054324410647 m 8934879 8L89605 22 22 2010 2017 n 0 7 obs 9 -0.0733587
8N05588 2017 34 a 6 NA 2011 0 m 8L19693 8L64813 34 34 2012 2017 a 1 6 obs NA 0.0449243
8N28987 2017 24 a 1 NA 2016 0.0880344494052675 m F0419 8N14760 24 24 2016 2018 n 0 2 obs 12 0.0881519
8N87699 2017 24 a 3 NA 2014 0.0350784557569333 f 8N72495 8N05571 24 24 2014 2020 n 0 6 obs 10 0.0480366
8M71828 2017 38 a 6 NA 2011 0.00514046604554443 f F0268 8N06360 27 38 2011 2019 n 0 8 capt 6 0.0328259
8N27487 2017 38 a 2 NA 2015 0.00757974126702593 m F0322 8M72094 38 38 2016 2018 a 1 3 capt NA -0.00429357
8N27834 2017 28 a 2 NA 2015 0 m 8N13956 8N13958 28 28 2015 2018 n 0 3 obs 11 0.01027
8N27944 2017 28 a 1 NA 2016 0.00337972495747057 f 8N05714 8N14905 28 28 2016 2017 n 0 1 obs 12 0.0265625
8N28432 2017 34 n 0 8 2017 0 f 8N28719 8N28882 34 23 2017 2018 n 0 1 nest 8 -0.00939638
8N28440 2017 34 n 0 8 2017 0.0175370759232454 f 8N28923 8N13271 34 34 2017 2018 n 0 1 nest 8 0.0581209
8N28441 2017 34 n 0 8 2017 0.0303775662066013 f 8N28923 8N13271 34 23 2017 2018 n 0 1 nest 8 0.0460593
8N28445 2017 34 n 0 8 2017 0.0726487623992262 m 8N27854 8N87255 34 34 2017 2018 n 0 1 nest 8 0.057646
8N28447 2017 34 n 0 8 2017 0.0120646537957092 f 8N28265 M0092 34 34 2017 2018 n 0 1 nest 8 0.0152637
8N28449 2017 34 n 0 8 2017 0.0219864132342981 f 8N28265 M0092 34 34 2017 2018 n 0 1 nest 8 0.0249044
8N28453 2017 34 n 0 8 2017 0 f 8N28733 8N28644 34 23 2017 2018 n 0 1 nest 8 -0.0157022
8N28454 2017 34 n 0 8 2017 0 m 8N28733 8N28644 34 34 2017 2018 n 0 1 nest 8 -0.0103358
8N28456 2017 34 n 0 8 2017 0 f F0405 8N05588 34 34 2017 2018 n 0 1 nest 8 0.031289
8N28458 2017 34 n 0 8 2017 0 f F0405 8N05588 34 34 2017 2018 n 0 1 nest 8 0.0243389
8N27103 2017 24 n 0 9 2017 0.00547800588503123 m F0113 M0118 24 24 2017 2018 n 0 1 nest 9 0.0174535
8N27104 2017 24 n 0 9 2017 0 m F0113 M0118 24 24 2017 2018 n 0 1 nest 9 0.0175116
8N27105 2017 24 n 0 9 2017 0.00968948418765956 f F0113 M0118 24 22 2017 2018 n 0 1 nest 9 0.0382164
8N27107 2017 24 n 0 11 2017 0.00349151336817236 f 8N28580 8N14866 24 24 2017 2018 n 0 1 nest 11 0.00787054
8N27113 2017 24 n 0 12 2017 0.0215887545615788 f 8N14718 8N27351 24 24 2017 2017 n 0 0 nest 12 0.0344507
8N27114 2017 24 n 0 12 2017 0.00411135575444152 m 8N14718 8N27351 24 24 2017 2018 n 0 1 nest 12 0.0116065
8N27115 2017 24 n 0 9 2017 0.0147061221993435 f 8N27958 8N28987 24 24 2017 2019 n 0 2 nest 9 0.0387562
8N27116 2017 24 n 0 9 2017 0.013815439259365 f 8N27958 8N28987 24 24 2017 2017 n 0 1 nest 9 0.0482324
8N27964 2017 22 a 1 NA 2016 0.230217302173022 m F0457 8N13474 22 22 2016 2018 n 0 2 obs 10 0.238557
8N28688 2017 27 a 1 NA 2016 0.00401476694324954 f NA NA 27 27 2017 2019 a 1 3 capt NA 0.0309875
8N28689 2017 27 a 1 NA 2016 0.00822627922411821 m 8N73831 8N14227 27 27 2017 2018 a 1 2 capt NA 0.0254211
8N14031 2017 27 a 3 NA 2014 0.0101948652083206 m F0254 8N73087 28 27 2014 2018 n 0 4 capt 8 0.0262447
8N14923 2017 27 a 3 NA 2014 0.00438847095653277 f 8N73831 8N73506 27 27 2015 2018 a 1 4 obs NA 0.0320924
8N28460 2017 23 n 0 6 2017 0.00374587447531934 f 8N27742 8N27467 23 23 2017 2018 n 0 1 nest 6 0.00297479
8N28489 2017 23 n 0 6 2017 0.0118281652429784 f 8N27742 8N27467 23 22 2017 2018 n 0 1 nest 6 0.00705962
8N28467 2017 23 n 0 6 2017 0.00665896493219076 m F0296 8N13774 23 34 2017 2018 n 0 1 nest 6 0.0109807
8N28469 2017 23 n 0 7 2017 0.0217059794907341 f 8N13589 8N28148 23 23 2017 2020 n 0 3 nest 7 0.0341072
8N28470 2017 23 n 0 7 2017 0.025668521878589 f 8N13589 8N28148 23 23 2017 2022 n 0 5 nest 7 0.0396695
8N13288 2017 23 a 3 NA 2014 0.0168028061496085 f 8N87704 8N72472 35 23 2014 2018 n 0 4 obs 9 0.0215954
8N14016 2017 33 a 4 NA 2013 0.064498175368494 f F0144 M0139 33 33 2014 2018 a 1 5 capt NA 0.0877337
8N14967 2017 33 a 3 NA 2014 0.0144997610197096 m 8N73252 8N05824 33 33 2015 2018 a 1 4 capt NA 0.034666
8N28713 2017 33 a 1 NA 2016 0.0033578429706949 m NA NA 28 33 2016 2017 j 0 1 capt NA 0.017656
8N73515 2017 33 a 5 NA 2012 0.00881345719534543 f 8M72319 8L19953 33 33 2013 2018 a 1 6 capt NA 0.00826486
8N14972 2017 33 a 3 NA 2014 0.191953273123891 m F0446 8N14014 33 33 2015 2017 a 1 3 capt NA 0.19904
8N27464 2017 33 a 2 NA 2015 0 f 8M72319 8L19952 33 33 2016 2018 a 1 3 capt NA -0.00100851
8N27402 2017 33 a 2 NA 2015 0 m NA NA 33 33 2016 2018 a 1 3 capt NA 0.0126903
8N14970 2017 33 a 3 NA 2014 0.0045908680081276 m 8N73252 M0333 33 33 2015 2019 a 1 5 capt NA 0.0104145
8N14017 2017 33 a 4 NA 2013 0 f 8M72319 8L19952 33 33 2014 2017 a 1 4 capt NA -0.0294638
8N14966 2017 33 a 3 NA 2014 0.0962827805073631 f F0144 M0139 33 33 2015 2017 a 1 3 capt NA 0.114887
8N28030 2017 33 a 2 NA 2015 0.0144167408524914 m 8N87248 8N87255 34 33 2015 2017 n 0 2 capt 14 0.0276963
8N28250 2017 33 a 2 NA 2015 0.016118710910866 m F0230 M0139 33 33 2015 2017 j 0 2 capt NA 0.0323775
8N28254 2017 33 a 2 NA 2015 0.00754850393807806 m 8N14977 8N14973 33 33 2015 2017 j 0 2 capt NA 0.019548
8N27117 2017 33 a 1 NA 2016 0.0036998679379059 f NA M0209 33 33 2017 2018 a 1 2 capt NA -0.0971509
8N27118 2017 33 a 1 NA 2016 0.0833627811416236 m F0191 8N14967 33 33 2017 2017 a 1 1 capt NA 0.11088
8N27119 2017 33 a 1 NA 2016 0 m 8N27407 8N28061 33 33 2017 2017 a 1 1 capt NA 0.0100888
8N27120 2017 33 a 1 NA 2016 0.0138387709843949 f 8N27406 8N27404 33 20 2017 2018 a 1 2 capt NA 0.0229293
8N27121 2017 33 a 1 NA 2016 0.0980229194557139 f 8N27406 8N27404 33 33 2017 2022 a 1 6 capt NA 0.0744257
8N27122 2017 33 a 1 NA 2016 0.00412280642143438 f F0191 M0139 33 33 2017 2017 a 1 1 capt NA 0.00391305
8N27123 2017 33 a 1 NA 2016 0.0675420593984945 m F0191 8N14967 33 33 2017 2017 a 1 1 capt NA 0.0758476
8N14015 2017 33 a 4 NA 2013 0 f 8M72319 8L19952 33 33 2014 2017 a 1 4 capt NA 0.0162217
8N28832 2017 27 a 1 NA 2016 0.00513882376392825 f 8N73533 8N14227 27 27 2016 2017 n 0 1 obs 11 0.0271958
8N27430 2017 27 a 1 NA 2016 0 f F0122 M0120 20 27 2016 2017 n 0 1 obs 5 0.0233475
8N14728 2017 25 a 2 NA 2015 0.0753643033667906 m 8N13357 8N72408 23 23 2015 2017 n 0 2 obs 10 0.102727
8N28736 2017 25 a 1 NA 2016 0.021511057652013 f 8N13331 8N87698 23 23 2016 2018 j 0 2 obs NA 0.0265917
8N28473 2017 23 n 0 6 2017 0.0407737751410663 f 8N28913 8N28368 23 23 2017 2018 n 0 1 nest 6 0.0693127
8N28474 2017 23 n 0 6 2017 0.0110755698717208 m 8N28913 8N28511 23 23 2017 2018 n 0 1 nest 6 0.0436218
8N28706 2017 28 a 1 NA 2016 0.00296385394793174 f 8N27835 8N14004 28 28 2016 2020 j 0 4 obs NA 0.0412692
8N28840 2017 28 a 1 NA 2016 0.00781473477718203 f 8N14149 8N73083 28 28 2016 2017 n 0 1 obs 8 0.0308496
8N14985 2017 28 a 2 NA 2015 0.00285926892418095 m 8N14953 8N13962 28 28 2015 2017 j 0 2 obs NA 0.0200655
8N28690 2017 28 a 1 NA 2016 0 f NA NA 28 28 2017 2018 a 1 2 capt NA 0.0136674
8N73824 2017 28 a 4 NA 2013 0.00651413834580335 m 8N72510 8N72551 28 28 2013 2018 n 0 5 capt 11 0.0257001
8N28708 2017 28 a 1 NA 2016 0.0156137942594896 m 8N27907 8N73564 28 28 2016 2018 pj 0 2 obs NA 0.0335418
8N27352 2017 28 a 2 NA 2015 0 m NA NA 28 28 2015 2019 pj 0 4 obs NA -0.00129796
8N14980 2017 28 a 3 NA 2014 0.00403795142923805 f NA NA 28 28 2015 2017 a 1 3 obs NA 0.0123917
8N27442 2017 28 a 1 NA 2016 0.0267727014286717 m 8N27831 8N28190 28 28 2016 2017 n 0 1 obs 8 0.0369424
8N28856 2017 28 a 1 NA 2016 0.0166579455849807 f F0460 8N27307 27 28 2016 2018 n 0 2 obs 11 0.0404986
8N28479 2017 23 n 0 6 2017 0 f F0360 8N28734 23 23 2017 2018 n 0 1 nest 6 -0.0148615
8N28483 2017 23 n 0 6 2017 0.0115842014773739 m 8N28738 M0110 23 23 2017 2018 n 0 1 nest 6 0.0119402
8N28484 2017 23 n 0 6 2017 0.00593143417622022 m 8N27707 8N13347 23 23 2017 2018 n 0 1 nest 6 0.00570801
8N28486 2017 23 n 0 6 2017 0 f 8N27707 8N13347 23 34 2017 2018 n 0 1 nest 6 0.0145602
8N28487 2017 23 n 0 6 2017 0.004090300571514 m 8N27707 8N13347 23 23 2017 2018 n 0 1 nest 6 0.010089
8N28469 2017 23 n 0 10 2017 0.0217059794907341 f 8N13589 8N28148 23 23 2017 2020 n 0 3 nest 7 0.0341072
8N28470 2017 23 n 0 10 2017 0.025668521878589 f 8N13589 8N28148 23 23 2017 2022 n 0 5 nest 7 0.0396695
8N27323 2017 28 a 2 NA 2015 0.00645696429339984 f F0032 8N72742 28 28 2015 2017 n 0 2 obs 11 0.00332627
8N28842 2017 28 a 1 NA 2016 0 f 8N14178 8N14784 28 28 2016 2017 j 0 1 obs NA -0.00360792
8N14933 2017 27 a 2 NA 2015 0 m 8N06800 8N87313 27 27 2015 2017 n 0 2 obs 11 0.000955541
8N28489 2017 23 n 0 10 2017 0.0118281652429784 f 8N27742 8N27467 23 22 2017 2018 n 0 1 nest 6 0.00705962
8N28460 2017 23 n 0 10 2017 0.00374587447531934 f 8N27742 8N27467 23 23 2017 2018 n 0 1 nest 6 0.00297479
8N28467 2017 23 n 0 10 2017 0.00665896493219076 m F0296 8N13774 23 34 2017 2018 n 0 1 nest 6 0.0109807
8N28499 2017 23 n 0 5 2017 0.00513428200580348 f F0074 8N72447 23 23 2017 2018 n 0 1 nest 5 0.0143843
8N27173 2017 23 n 0 5 2017 0.0108057486652215 m F0074 8N72447 23 23 2017 2018 n 0 1 nest 5 0.00270655
8N28500 2017 23 n 0 5 2017 0.00921995021055183 f F0074 8N72447 23 24 2017 2018 n 0 1 nest 5 0.0198524
8N28847 2017 27 a 1 NA 2016 0 f 8N27959 8N14808 27 27 2016 2017 n 0 1 capt 12 -0.0135667
8N87068 2017 27 a 4 NA 2013 0 m 8N06922 8M72087 27 27 2013 2017 j 0 4 capt NA 0.00667058
8N27124 2017 35 n 0 10 2017 0.00824391393085202 m F0079 M0109 35 34 2017 2019 n 0 2 nest 10 0.00703555
8N72970 2017 35 a 4 NA 2013 0.00697037550486002 f 8M31085 8N06175 35 35 2013 2017 n 0 4 obs 7 0.0370279
8N27137 2017 23 n 0 6 2017 0.0247853141514841 f 8N13287 8N13203 23 34 2017 2018 n 0 1 nest 6 0.0540561
8N27138 2017 23 n 0 6 2017 0.003224229203618 f 8N13287 M0397 23 23 2017 2018 n 0 1 nest 6 0.0270679
8N28473 2017 23 n 0 10 2017 0.0407737751410663 f 8N28913 8N28368 23 23 2017 2018 n 0 1 nest 6 0.0693127
8N28474 2017 23 n 0 10 2017 0.0110755698717208 m 8N28913 8N28511 23 23 2017 2018 n 0 1 nest 6 0.0436218
8N28985 2017 20 a 1 NA 2016 0.00714037996733558 m 8N14718 8N27351 24 20 2016 2017 n 0 1 obs 1 -0.0121698
8N13986 2017 27 a 3 NA 2014 0.00325633864073447 m 8N87241 8N87070 27 27 2014 2017 j 0 3 obs NA 0.0197529
8N14932 2017 27 a 2 NA 2015 0 m 8N05534 8N73588 27 27 2015 2017 j 0 2 obs NA 0.0247854
8N27839 2017 27 a 2 NA 2015 0.00320115797843061 m F0029 8N14145 27 27 2015 2017 n 0 2 obs 9 0.00426518
8N28691 2017 20 a 1 NA 2016 0.00618900056403879 f F0159 8N14728 20 20 2017 2017 a 1 1 capt NA 0.0253453
8N14072 2017 28 a 3 NA 2014 0.00975214006283709 f 8N73086 8M71306 28 28 2014 2017 n 0 3 obs 7 0.0123157
8N14968 2017 33 a 3 NA 2014 0.0968100095365595 m 8N14015 8N14011 33 33 2015 2018 a 1 4 capt NA 0.103043
8N14974 2017 33 a 3 NA 2014 0.00313527417042126 m 8N14012 M0336 33 33 2015 2020 a 1 6 capt NA 0.00983369
8N27139 2017 33 a 1 NA 2016 0 f F0037 8N87135 33 33 2017 2017 a 1 1 capt NA 0.0206
8N27140 2017 33 a 1 NA 2016 0.0299474016839616 m NA NA 33 20 2017 2018 a 1 2 capt NA 0.0358014
8N27141 2017 33 a 1 NA 2016 0.0605727825234053 f 8N14017 8N28250 33 33 2017 2017 a 1 1 capt NA 0.0857492
8N27142 2017 33 a 1 NA 2016 0.0645847066205469 f 8N14017 8N28250 33 33 2017 2017 a 1 1 capt NA 0.0613646
8N27143 2017 33 a 1 NA 2016 0.150531532939639 f F0347 M0316 33 33 2017 2017 a 1 1 capt NA 0.170218
8N28479 2017 23 n 0 11 2017 0 f F0360 8N28734 23 23 2017 2018 n 0 1 nest 6 -0.0148615
8N28483 2017 23 n 0 11 2017 0.0115842014773739 m 8N28738 M0110 23 23 2017 2018 n 0 1 nest 6 0.0119402
8N28484 2017 23 n 0 11 2017 0.00593143417622022 m 8N27707 8N13347 23 23 2017 2018 n 0 1 nest 6 0.00570801
8N28486 2017 23 n 0 11 2017 0 f 8N27707 8N13347 23 34 2017 2018 n 0 1 nest 6 0.0145602
8N28487 2017 23 n 0 11 2017 0.004090300571514 m 8N27707 8N13347 23 23 2017 2018 n 0 1 nest 6 0.010089
8N14227 2017 27 a 3 NA 2014 0.00396421864771134 m F0169 8M71414 27 27 2014 2019 j 0 5 obs NA 0.0123811
8N28780 2017 27 a 1 NA 2016 0.050608663545199 m 8N14226 M0405 27 27 2016 2021 j 0 5 obs NA 0.0738513
8N27147 2017 35 n 0 10 2017 0.0135226600884793 m 8N28538 8N13723 35 34 2017 2018 n 0 1 nest 10 0.0349203
8N27150 2017 35 n 0 10 2017 0.059506092298492 m 8N28538 8N28591 35 35 2017 2018 n 0 1 nest 10 0.0828174
8N27152 2017 35 n 0 11 2017 0.0188068427645602 f F0207 8N13752 35 34 2017 2020 n 0 3 nest 11 0.0284615
8N27153 2017 35 n 0 11 2017 0 m F0207 8N13752 35 20 2017 2018 n 0 1 nest 11 0.0281003
8N27155 2017 35 n 0 11 2017 0 f F0207 8N13752 35 23 2017 2018 n 0 1 nest 11 0.037657
8N27161 2017 35 n 0 12 2017 0.00300632674835036 m 8N13216 M0044 35 35 2017 2018 n 0 1 nest 12 0.023654
8N27165 2017 35 n 0 10 2017 0.0069298394641405 f 8N14746 8N27995 35 24 2017 2019 n 0 2 nest 10 0.0270118
8N27168 2017 35 n 0 9 2017 0.0122487025975232 m 8N14744 M0044 35 23 2017 2019 n 0 2 nest 9 0.0358568
8N27170 2017 35 n 0 9 2017 0 f 8N14744 M0044 35 23 2017 2018 n 0 1 nest 9 0.0291028
